,Character,movie_number,spacy_tokens,identified_names,character_counts
5235,LUPIN,film 3,sirius,Parvati Patil,4
5236,LUPIN,film 3,sirius,Peter Pettigrew,4
5237,LUPIN,film 3,sirius,Regulus Arcturus Black,8
5238,LUPIN,film 3,sirius,Severus Snape,24
5239,LUPIN,film 3,sirius,Sirius Black,16
5240,LUPIN,film 3,snape,Aberforth Dumbledore,2
5241,LUPIN,film 3,snape,Albus Percival Wulfric Brian Dumbledore,2
5242,LUPIN,film 3,snape,Albus Severus Potter,8
5243,LUPIN,film 3,snape,Dean Thomas,2
5244,LUPIN,film 3,snape,Harry James Potter,38
5245,LUPIN,film 3,snape,Hermione Jean Granger,2
5246,LUPIN,film 3,snape,James Potter,4
5247,LUPIN,film 3,snape,James Sirius Potter,12
5248,LUPIN,film 3,snape,Lily J. Potter,4
5249,LUPIN,film 3,snape,Neville Longbottom,10
5250,LUPIN,film 3,snape,Nicholas de Mimsy-Porpington,42
5251,LUPIN,film 3,snape,Parvati Patil,2
5252,LUPIN,film 3,snape,Peter Pettigrew,2
5253,LUPIN,film 3,snape,Regulus Arcturus Black,4
5254,LUPIN,film 3,snape,Severus Snape,12
5255,LUPIN,film 3,snape,Sirius Black,8
5256,LUPIN,film 3,thomas,Aberforth Dumbledore,1
5257,LUPIN,film 3,thomas,Albus Percival Wulfric Brian Dumbledore,1
5258,LUPIN,film 3,thomas,Albus Severus Potter,4
5259,LUPIN,film 3,thomas,Dean Thomas,1
5260,LUPIN,film 3,thomas,Harry James Potter,19
5261,LUPIN,film 3,thomas,Hermione Jean Granger,1
5262,LUPIN,film 3,thomas,James Potter,2
5263,LUPIN,film 3,thomas,James Sirius Potter,6
5264,LUPIN,film 3,thomas,Lily J. Potter,2
5265,LUPIN,film 3,thomas,Neville Longbottom,5
5266,LUPIN,film 3,thomas,Nicholas de Mimsy-Porpington,21
5267,LUPIN,film 3,thomas,Parvati Patil,1
5268,LUPIN,film 3,thomas,Peter Pettigrew,1
5269,LUPIN,film 3,thomas,Regulus Arcturus Black,2
5270,LUPIN,film 3,thomas,Severus Snape,6
5271,LUPIN,film 3,thomas,Sirius Black,4
5272,Lee  Jordan,film 1,harry,Albus Severus Potter,1
5273,Lee  Jordan,film 1,harry,Harry James Potter,1
5274,Lee  Jordan,film 1,harry,James Potter,1
5275,Lee  Jordan,film 1,harry,James Sirius Potter,1
5276,Lee  Jordan,film 1,harry,Lily J. Potter,1
5277,Lee  Jordan,film 1,potter,Albus Severus Potter,1
5278,Lee  Jordan,film 1,potter,Harry James Potter,1
5279,Lee  Jordan,film 1,potter,James Potter,1
5280,Lee  Jordan,film 1,potter,James Sirius Potter,1
5281,Lee  Jordan,film 1,potter,Lily J. Potter,1
5282,Lee Jordan,film 1,angelina,Angelina Johnson,1
5283,Lee Jordan,film 1,angelina,Godric Gryffindor,3
5284,Lee Jordan,film 1,angelina,Marcus Belby,1
5285,Lee Jordan,film 1,angelina,Marcus Flint,1
5286,Lee Jordan,film 1,angelina,Nicholas de Mimsy-Porpington,1
5287,Lee Jordan,film 1,angelina,Remus John Lupin,1
5288,Lee Jordan,film 1,angelina,Rolanda Hooch,1
5289,Lee Jordan,film 1,angelina,Salazar Slytherin,2
5290,Lee Jordan,film 1,flint,Angelina Johnson,1
5291,Lee Jordan,film 1,flint,Godric Gryffindor,3
5292,Lee Jordan,film 1,flint,Marcus Belby,1
5293,Lee Jordan,film 1,flint,Marcus Flint,1
5294,Lee Jordan,film 1,flint,Nicholas de Mimsy-Porpington,1
5295,Lee Jordan,film 1,flint,Remus John Lupin,1
5296,Lee Jordan,film 1,flint,Rolanda Hooch,1
5297,Lee Jordan,film 1,flint,Salazar Slytherin,2
5298,Lee Jordan,film 1,gryffindor,Angelina Johnson,3
5299,Lee Jordan,film 1,gryffindor,Godric Gryffindor,9
5300,Lee Jordan,film 1,gryffindor,Marcus Belby,3
5301,Lee Jordan,film 1,gryffindor,Marcus Flint,3
5302,Lee Jordan,film 1,gryffindor,Nicholas de Mimsy-Porpington,3
5303,Lee Jordan,film 1,gryffindor,Remus John Lupin,3
5304,Lee Jordan,film 1,gryffindor,Rolanda Hooch,3
5305,Lee Jordan,film 1,gryffindor,Salazar Slytherin,6
5306,Lee Jordan,film 1,hooch,Angelina Johnson,1
5307,Lee Jordan,film 1,hooch,Godric Gryffindor,3
5308,Lee Jordan,film 1,hooch,Marcus Belby,1
5309,Lee Jordan,film 1,hooch,Marcus Flint,1
5310,Lee Jordan,film 1,hooch,Nicholas de Mimsy-Porpington,1
5311,Lee Jordan,film 1,hooch,Remus John Lupin,1
5312,Lee Jordan,film 1,hooch,Rolanda Hooch,1
5313,Lee Jordan,film 1,hooch,Salazar Slytherin,2
5314,Lee Jordan,film 1,johnson,Angelina Johnson,1
5315,Lee Jordan,film 1,johnson,Godric Gryffindor,3
5316,Lee Jordan,film 1,johnson,Marcus Belby,1
5317,Lee Jordan,film 1,johnson,Marcus Flint,1
5318,Lee Jordan,film 1,johnson,Nicholas de Mimsy-Porpington,1
5319,Lee Jordan,film 1,johnson,Remus John Lupin,1
5320,Lee Jordan,film 1,johnson,Rolanda Hooch,1
5321,Lee Jordan,film 1,johnson,Salazar Slytherin,2
5322,Lee Jordan,film 1,marcus,Angelina Johnson,1
5323,Lee Jordan,film 1,marcus,Godric Gryffindor,3
5324,Lee Jordan,film 1,marcus,Marcus Belby,1
5325,Lee Jordan,film 1,marcus,Marcus Flint,1
5326,Lee Jordan,film 1,marcus,Nicholas de Mimsy-Porpington,1
5327,Lee Jordan,film 1,marcus,Remus John Lupin,1
5328,Lee Jordan,film 1,marcus,Rolanda Hooch,1
5329,Lee Jordan,film 1,marcus,Salazar Slytherin,2
5330,Lee Jordan,film 1,slytherin,Angelina Johnson,2
5331,Lee Jordan,film 1,slytherin,Godric Gryffindor,6
5332,Lee Jordan,film 1,slytherin,Marcus Belby,2
5333,Lee Jordan,film 1,slytherin,Marcus Flint,2
5334,Lee Jordan,film 1,slytherin,Nicholas de Mimsy-Porpington,2
5335,Lee Jordan,film 1,slytherin,Remus John Lupin,2
5336,Lee Jordan,film 1,slytherin,Rolanda Hooch,2
5337,Lee Jordan,film 1,slytherin,Salazar Slytherin,4
5338,MADAM POMFREY,film 2,bones,Albus Severus Potter,2
5339,MADAM POMFREY,film 2,bones,Draco Malfoy,2
5340,MADAM POMFREY,film 2,bones,Harry James Potter,2
5341,MADAM POMFREY,film 2,bones,James Potter,2
5342,MADAM POMFREY,film 2,bones,James Sirius Potter,2
5343,MADAM POMFREY,film 2,bones,Lily J. Potter,2
5344,MADAM POMFREY,film 2,bones,Lucius Malfoy,2
5345,MADAM POMFREY,film 2,bones,Minerva McGonagall,2
5346,MADAM POMFREY,film 2,bones,Narcissa Malfoy,2
5347,MADAM POMFREY,film 2,bones,Scorpius Hyperion Malfoy,2
5348,MADAM POMFREY,film 2,malfoy,Albus Severus Potter,1
5349,MADAM POMFREY,film 2,malfoy,Draco Malfoy,1
5350,MADAM POMFREY,film 2,malfoy,Harry James Potter,1
5351,MADAM POMFREY,film 2,malfoy,James Potter,1
5352,MADAM POMFREY,film 2,malfoy,James Sirius Potter,1
5353,MADAM POMFREY,film 2,malfoy,Lily J. Potter,1
5354,MADAM POMFREY,film 2,malfoy,Lucius Malfoy,1
5355,MADAM POMFREY,film 2,malfoy,Minerva McGonagall,1
5356,MADAM POMFREY,film 2,malfoy,Narcissa Malfoy,1
5357,MADAM POMFREY,film 2,malfoy,Scorpius Hyperion Malfoy,1
5358,MADAM POMFREY,film 2,minerva,Albus Severus Potter,1
5359,MADAM POMFREY,film 2,minerva,Draco Malfoy,1
5360,MADAM POMFREY,film 2,minerva,Harry James Potter,1
5361,MADAM POMFREY,film 2,minerva,James Potter,1
5362,MADAM POMFREY,film 2,minerva,James Sirius Potter,1
5363,MADAM POMFREY,film 2,minerva,Lily J. Potter,1
5364,MADAM POMFREY,film 2,minerva,Lucius Malfoy,1
5365,MADAM POMFREY,film 2,minerva,Minerva McGonagall,1
5366,MADAM POMFREY,film 2,minerva,Narcissa Malfoy,1
5367,MADAM POMFREY,film 2,minerva,Scorpius Hyperion Malfoy,1
5368,MADAM POMFREY,film 2,potter,Albus Severus Potter,1
5369,MADAM POMFREY,film 2,potter,Draco Malfoy,1
5370,MADAM POMFREY,film 2,potter,Harry James Potter,1
5371,MADAM POMFREY,film 2,potter,James Potter,1
5372,MADAM POMFREY,film 2,potter,James Sirius Potter,1
5373,MADAM POMFREY,film 2,potter,Lily J. Potter,1
5374,MADAM POMFREY,film 2,potter,Lucius Malfoy,1
5375,MADAM POMFREY,film 2,potter,Minerva McGonagall,1
5376,MADAM POMFREY,film 2,potter,Narcissa Malfoy,1
5377,MADAM POMFREY,film 2,potter,Scorpius Hyperion Malfoy,1
5378,MADAM ROSMERTA,film 3,black,Albus Severus Potter,1
5379,MADAM ROSMERTA,film 3,black,Harry James Potter,2
5380,MADAM ROSMERTA,film 3,black,James Potter,2
5381,MADAM ROSMERTA,film 3,black,James Sirius Potter,3
5382,MADAM ROSMERTA,film 3,black,Lily J. Potter,1
5383,MADAM ROSMERTA,film 3,black,Nicholas de Mimsy-Porpington,2
5384,MADAM ROSMERTA,film 3,black,Peter Pettigrew,2
5385,MADAM ROSMERTA,film 3,black,Regulus Arcturus Black,1
5386,MADAM ROSMERTA,film 3,black,Sirius Black,2
5387,MADAM ROSMERTA,film 3,harry,Albus Severus Potter,1
5388,MADAM ROSMERTA,film 3,harry,Harry James Potter,2
5389,MADAM ROSMERTA,film 3,harry,James Potter,2
5390,MADAM ROSMERTA,film 3,harry,James Sirius Potter,3
5391,MADAM ROSMERTA,film 3,harry,Lily J. Potter,1
5392,MADAM ROSMERTA,film 3,harry,Nicholas de Mimsy-Porpington,2
5393,MADAM ROSMERTA,film 3,harry,Peter Pettigrew,2
5394,MADAM ROSMERTA,film 3,harry,Regulus Arcturus Black,1
5395,MADAM ROSMERTA,film 3,harry,Sirius Black,2
5396,MADAM ROSMERTA,film 3,james,Albus Severus Potter,1
5397,MADAM ROSMERTA,film 3,james,Harry James Potter,2
5398,MADAM ROSMERTA,film 3,james,James Potter,2
5399,MADAM ROSMERTA,film 3,james,James Sirius Potter,3
5400,MADAM ROSMERTA,film 3,james,Lily J. Potter,1
5401,MADAM ROSMERTA,film 3,james,Nicholas de Mimsy-Porpington,2
5402,MADAM ROSMERTA,film 3,james,Peter Pettigrew,2
5403,MADAM ROSMERTA,film 3,james,Regulus Arcturus Black,1
5404,MADAM ROSMERTA,film 3,james,Sirius Black,2
5405,MADAM ROSMERTA,film 3,peter,Albus Severus Potter,2
5406,MADAM ROSMERTA,film 3,peter,Harry James Potter,4
5407,MADAM ROSMERTA,film 3,peter,James Potter,4
5408,MADAM ROSMERTA,film 3,peter,James Sirius Potter,6
5409,MADAM ROSMERTA,film 3,peter,Lily J. Potter,2
5410,MADAM ROSMERTA,film 3,peter,Nicholas de Mimsy-Porpington,4
5411,MADAM ROSMERTA,film 3,peter,Peter Pettigrew,4
5412,MADAM ROSMERTA,film 3,peter,Regulus Arcturus Black,2
5413,MADAM ROSMERTA,film 3,peter,Sirius Black,4
5414,MADAM ROSMERTA,film 3,pettigrew,Albus Severus Potter,2
5415,MADAM ROSMERTA,film 3,pettigrew,Harry James Potter,4
5416,MADAM ROSMERTA,film 3,pettigrew,James Potter,4
5417,MADAM ROSMERTA,film 3,pettigrew,James Sirius Potter,6
5418,MADAM ROSMERTA,film 3,pettigrew,Lily J. Potter,2
5419,MADAM ROSMERTA,film 3,pettigrew,Nicholas de Mimsy-Porpington,4
5420,MADAM ROSMERTA,film 3,pettigrew,Peter Pettigrew,4
5421,MADAM ROSMERTA,film 3,pettigrew,Regulus Arcturus Black,2
5422,MADAM ROSMERTA,film 3,pettigrew,Sirius Black,4
5423,MADAM ROSMERTA,film 3,potter,Albus Severus Potter,1
5424,MADAM ROSMERTA,film 3,potter,Harry James Potter,2
5425,MADAM ROSMERTA,film 3,potter,James Potter,2
5426,MADAM ROSMERTA,film 3,potter,James Sirius Potter,3
5427,MADAM ROSMERTA,film 3,potter,Lily J. Potter,1
5428,MADAM ROSMERTA,film 3,potter,Nicholas de Mimsy-Porpington,2
5429,MADAM ROSMERTA,film 3,potter,Peter Pettigrew,2
5430,MADAM ROSMERTA,film 3,potter,Regulus Arcturus Black,1
5431,MADAM ROSMERTA,film 3,potter,Sirius Black,2
5432,MADAM ROSMERTA,film 3,sirius,Albus Severus Potter,2
5433,MADAM ROSMERTA,film 3,sirius,Harry James Potter,4
5434,MADAM ROSMERTA,film 3,sirius,James Potter,4
5435,MADAM ROSMERTA,film 3,sirius,James Sirius Potter,6
5436,MADAM ROSMERTA,film 3,sirius,Lily J. Potter,2
5437,MADAM ROSMERTA,film 3,sirius,Nicholas de Mimsy-Porpington,4
5438,MADAM ROSMERTA,film 3,sirius,Peter Pettigrew,4
5439,MADAM ROSMERTA,film 3,sirius,Regulus Arcturus Black,2
5440,MADAM ROSMERTA,film 3,sirius,Sirius Black,4
5441,MAN,film 2,gilderoy,Gilderoy Lockhart,1
5442,MAN,film 2,gilderoy,Nicholas de Mimsy-Porpington,1
5443,MAN,film 2,lockhart,Gilderoy Lockhart,1
5444,MAN,film 2,lockhart,Nicholas de Mimsy-Porpington,1
5445,MCGONAGALL,film 2,albus,Aberforth Dumbledore,1
5446,MCGONAGALL,film 2,albus,Albus Percival Wulfric Brian Dumbledore,2
5447,MCGONAGALL,film 2,albus,Albus Severus Potter,3
5448,MCGONAGALL,film 2,albus,Arthur Weasley,6
5449,MCGONAGALL,film 2,albus,Bill William Arthur Weasley,6
5450,MCGONAGALL,film 2,albus,Charles Weasley,6
5451,MCGONAGALL,film 2,albus,Fred Weasley,6
5452,MCGONAGALL,film 2,albus,George Weasley,6
5453,MCGONAGALL,film 2,albus,Gilderoy Lockhart,1
5454,MCGONAGALL,film 2,albus,Ginevra Ginny Molly Weasley,6
5455,MCGONAGALL,film 2,albus,Godric Gryffindor,2
5456,MCGONAGALL,film 2,albus,Harry James Potter,2
5457,MCGONAGALL,film 2,albus,Helena Ravenclaw,1
5458,MCGONAGALL,film 2,albus,Helga Hufflepuff,1
5459,MCGONAGALL,film 2,albus,Hermione Jean Granger,1
5460,MCGONAGALL,film 2,albus,James Potter,2
5461,MCGONAGALL,film 2,albus,James Sirius Potter,2
5462,MCGONAGALL,film 2,albus,Lily J. Potter,2
5463,MCGONAGALL,film 2,albus,Molly Weasley,6
5464,MCGONAGALL,film 2,albus,Nicholas de Mimsy-Porpington,13
5465,MCGONAGALL,film 2,albus,Oliver Wood,1
5466,MCGONAGALL,film 2,albus,Percy Ignatius Weasley,6
5467,MCGONAGALL,film 2,albus,Poppy Pomfrey,1
5468,MCGONAGALL,film 2,albus,Ronald Bilius Weasley,6
5469,MCGONAGALL,film 2,albus,Rowena Ravenclaw,1
5470,MCGONAGALL,film 2,albus,Salazar Slytherin,6
5471,MCGONAGALL,film 2,dumbledore,Aberforth Dumbledore,1
5472,MCGONAGALL,film 2,dumbledore,Albus Percival Wulfric Brian Dumbledore,2
5473,MCGONAGALL,film 2,dumbledore,Albus Severus Potter,3
5474,MCGONAGALL,film 2,dumbledore,Arthur Weasley,6
5475,MCGONAGALL,film 2,dumbledore,Bill William Arthur Weasley,6
5476,MCGONAGALL,film 2,dumbledore,Charles Weasley,6
5477,MCGONAGALL,film 2,dumbledore,Fred Weasley,6
5478,MCGONAGALL,film 2,dumbledore,George Weasley,6
5479,MCGONAGALL,film 2,dumbledore,Gilderoy Lockhart,1
5480,MCGONAGALL,film 2,dumbledore,Ginevra Ginny Molly Weasley,6
5481,MCGONAGALL,film 2,dumbledore,Godric Gryffindor,2
5482,MCGONAGALL,film 2,dumbledore,Harry James Potter,2
5483,MCGONAGALL,film 2,dumbledore,Helena Ravenclaw,1
5484,MCGONAGALL,film 2,dumbledore,Helga Hufflepuff,1
5485,MCGONAGALL,film 2,dumbledore,Hermione Jean Granger,1
5486,MCGONAGALL,film 2,dumbledore,James Potter,2
5487,MCGONAGALL,film 2,dumbledore,James Sirius Potter,2
5488,MCGONAGALL,film 2,dumbledore,Lily J. Potter,2
5489,MCGONAGALL,film 2,dumbledore,Molly Weasley,6
5490,MCGONAGALL,film 2,dumbledore,Nicholas de Mimsy-Porpington,13
5491,MCGONAGALL,film 2,dumbledore,Oliver Wood,1
5492,MCGONAGALL,film 2,dumbledore,Percy Ignatius Weasley,6
5493,MCGONAGALL,film 2,dumbledore,Poppy Pomfrey,1
5494,MCGONAGALL,film 2,dumbledore,Ronald Bilius Weasley,6
5495,MCGONAGALL,film 2,dumbledore,Rowena Ravenclaw,1
5496,MCGONAGALL,film 2,dumbledore,Salazar Slytherin,6
5497,MCGONAGALL,film 2,gilderoy,Aberforth Dumbledore,1
5498,MCGONAGALL,film 2,gilderoy,Albus Percival Wulfric Brian Dumbledore,2
5499,MCGONAGALL,film 2,gilderoy,Albus Severus Potter,3
5500,MCGONAGALL,film 2,gilderoy,Arthur Weasley,6
5501,MCGONAGALL,film 2,gilderoy,Bill William Arthur Weasley,6
5502,MCGONAGALL,film 2,gilderoy,Charles Weasley,6
5503,MCGONAGALL,film 2,gilderoy,Fred Weasley,6
5504,MCGONAGALL,film 2,gilderoy,George Weasley,6
5505,MCGONAGALL,film 2,gilderoy,Gilderoy Lockhart,1
5506,MCGONAGALL,film 2,gilderoy,Ginevra Ginny Molly Weasley,6
5507,MCGONAGALL,film 2,gilderoy,Godric Gryffindor,2
5508,MCGONAGALL,film 2,gilderoy,Harry James Potter,2
5509,MCGONAGALL,film 2,gilderoy,Helena Ravenclaw,1
5510,MCGONAGALL,film 2,gilderoy,Helga Hufflepuff,1
5511,MCGONAGALL,film 2,gilderoy,Hermione Jean Granger,1
5512,MCGONAGALL,film 2,gilderoy,James Potter,2
5513,MCGONAGALL,film 2,gilderoy,James Sirius Potter,2
5514,MCGONAGALL,film 2,gilderoy,Lily J. Potter,2
5515,MCGONAGALL,film 2,gilderoy,Molly Weasley,6
5516,MCGONAGALL,film 2,gilderoy,Nicholas de Mimsy-Porpington,13
5517,MCGONAGALL,film 2,gilderoy,Oliver Wood,1
5518,MCGONAGALL,film 2,gilderoy,Percy Ignatius Weasley,6
5519,MCGONAGALL,film 2,gilderoy,Poppy Pomfrey,1
5520,MCGONAGALL,film 2,gilderoy,Ronald Bilius Weasley,6
5521,MCGONAGALL,film 2,gilderoy,Rowena Ravenclaw,1
5522,MCGONAGALL,film 2,gilderoy,Salazar Slytherin,6
5523,MCGONAGALL,film 2,godric,Aberforth Dumbledore,1
5524,MCGONAGALL,film 2,godric,Albus Percival Wulfric Brian Dumbledore,2
5525,MCGONAGALL,film 2,godric,Albus Severus Potter,3
5526,MCGONAGALL,film 2,godric,Arthur Weasley,6
5527,MCGONAGALL,film 2,godric,Bill William Arthur Weasley,6
5528,MCGONAGALL,film 2,godric,Charles Weasley,6
5529,MCGONAGALL,film 2,godric,Fred Weasley,6
5530,MCGONAGALL,film 2,godric,George Weasley,6
5531,MCGONAGALL,film 2,godric,Gilderoy Lockhart,1
5532,MCGONAGALL,film 2,godric,Ginevra Ginny Molly Weasley,6
5533,MCGONAGALL,film 2,godric,Godric Gryffindor,2
5534,MCGONAGALL,film 2,godric,Harry James Potter,2
5535,MCGONAGALL,film 2,godric,Helena Ravenclaw,1
5536,MCGONAGALL,film 2,godric,Helga Hufflepuff,1
5537,MCGONAGALL,film 2,godric,Hermione Jean Granger,1
5538,MCGONAGALL,film 2,godric,James Potter,2
5539,MCGONAGALL,film 2,godric,James Sirius Potter,2
5540,MCGONAGALL,film 2,godric,Lily J. Potter,2
5541,MCGONAGALL,film 2,godric,Molly Weasley,6
5542,MCGONAGALL,film 2,godric,Nicholas de Mimsy-Porpington,13
5543,MCGONAGALL,film 2,godric,Oliver Wood,1
5544,MCGONAGALL,film 2,godric,Percy Ignatius Weasley,6
5545,MCGONAGALL,film 2,godric,Poppy Pomfrey,1
5546,MCGONAGALL,film 2,godric,Ronald Bilius Weasley,6
5547,MCGONAGALL,film 2,godric,Rowena Ravenclaw,1
5548,MCGONAGALL,film 2,godric,Salazar Slytherin,6
5549,MCGONAGALL,film 2,granger,Aberforth Dumbledore,1
5550,MCGONAGALL,film 2,granger,Albus Percival Wulfric Brian Dumbledore,2
5551,MCGONAGALL,film 2,granger,Albus Severus Potter,3
5552,MCGONAGALL,film 2,granger,Arthur Weasley,6
5553,MCGONAGALL,film 2,granger,Bill William Arthur Weasley,6
5554,MCGONAGALL,film 2,granger,Charles Weasley,6
5555,MCGONAGALL,film 2,granger,Fred Weasley,6
5556,MCGONAGALL,film 2,granger,George Weasley,6
5557,MCGONAGALL,film 2,granger,Gilderoy Lockhart,1
5558,MCGONAGALL,film 2,granger,Ginevra Ginny Molly Weasley,6
5559,MCGONAGALL,film 2,granger,Godric Gryffindor,2
5560,MCGONAGALL,film 2,granger,Harry James Potter,2
5561,MCGONAGALL,film 2,granger,Helena Ravenclaw,1
5562,MCGONAGALL,film 2,granger,Helga Hufflepuff,1
5563,MCGONAGALL,film 2,granger,Hermione Jean Granger,1
5564,MCGONAGALL,film 2,granger,James Potter,2
5565,MCGONAGALL,film 2,granger,James Sirius Potter,2
5566,MCGONAGALL,film 2,granger,Lily J. Potter,2
5567,MCGONAGALL,film 2,granger,Molly Weasley,6
5568,MCGONAGALL,film 2,granger,Nicholas de Mimsy-Porpington,13
5569,MCGONAGALL,film 2,granger,Oliver Wood,1
5570,MCGONAGALL,film 2,granger,Percy Ignatius Weasley,6
5571,MCGONAGALL,film 2,granger,Poppy Pomfrey,1
5572,MCGONAGALL,film 2,granger,Ronald Bilius Weasley,6
5573,MCGONAGALL,film 2,granger,Rowena Ravenclaw,1
5574,MCGONAGALL,film 2,granger,Salazar Slytherin,6
5575,MCGONAGALL,film 2,gryffindor,Aberforth Dumbledore,2
5576,MCGONAGALL,film 2,gryffindor,Albus Percival Wulfric Brian Dumbledore,4
5577,MCGONAGALL,film 2,gryffindor,Albus Severus Potter,6
5578,MCGONAGALL,film 2,gryffindor,Arthur Weasley,12
5579,MCGONAGALL,film 2,gryffindor,Bill William Arthur Weasley,12
5580,MCGONAGALL,film 2,gryffindor,Charles Weasley,12
5581,MCGONAGALL,film 2,gryffindor,Fred Weasley,12
5582,MCGONAGALL,film 2,gryffindor,George Weasley,12
5583,MCGONAGALL,film 2,gryffindor,Gilderoy Lockhart,2
5584,MCGONAGALL,film 2,gryffindor,Ginevra Ginny Molly Weasley,12
5585,MCGONAGALL,film 2,gryffindor,Godric Gryffindor,4
5586,MCGONAGALL,film 2,gryffindor,Harry James Potter,4
5587,MCGONAGALL,film 2,gryffindor,Helena Ravenclaw,2
5588,MCGONAGALL,film 2,gryffindor,Helga Hufflepuff,2
5589,MCGONAGALL,film 2,gryffindor,Hermione Jean Granger,2
5590,MCGONAGALL,film 2,gryffindor,James Potter,4
5591,MCGONAGALL,film 2,gryffindor,James Sirius Potter,4
5592,MCGONAGALL,film 2,gryffindor,Lily J. Potter,4
5593,MCGONAGALL,film 2,gryffindor,Molly Weasley,12
5594,MCGONAGALL,film 2,gryffindor,Nicholas de Mimsy-Porpington,26
5595,MCGONAGALL,film 2,gryffindor,Oliver Wood,2
5596,MCGONAGALL,film 2,gryffindor,Percy Ignatius Weasley,12
5597,MCGONAGALL,film 2,gryffindor,Poppy Pomfrey,2
5598,MCGONAGALL,film 2,gryffindor,Ronald Bilius Weasley,12
5599,MCGONAGALL,film 2,gryffindor,Rowena Ravenclaw,2
5600,MCGONAGALL,film 2,gryffindor,Salazar Slytherin,12
5601,MCGONAGALL,film 2,helga,Aberforth Dumbledore,1
5602,MCGONAGALL,film 2,helga,Albus Percival Wulfric Brian Dumbledore,2
5603,MCGONAGALL,film 2,helga,Albus Severus Potter,3
5604,MCGONAGALL,film 2,helga,Arthur Weasley,6
5605,MCGONAGALL,film 2,helga,Bill William Arthur Weasley,6
5606,MCGONAGALL,film 2,helga,Charles Weasley,6
5607,MCGONAGALL,film 2,helga,Fred Weasley,6
5608,MCGONAGALL,film 2,helga,George Weasley,6
5609,MCGONAGALL,film 2,helga,Gilderoy Lockhart,1
5610,MCGONAGALL,film 2,helga,Ginevra Ginny Molly Weasley,6
5611,MCGONAGALL,film 2,helga,Godric Gryffindor,2
5612,MCGONAGALL,film 2,helga,Harry James Potter,2
5613,MCGONAGALL,film 2,helga,Helena Ravenclaw,1
5614,MCGONAGALL,film 2,helga,Helga Hufflepuff,1
5615,MCGONAGALL,film 2,helga,Hermione Jean Granger,1
5616,MCGONAGALL,film 2,helga,James Potter,2
5617,MCGONAGALL,film 2,helga,James Sirius Potter,2
5618,MCGONAGALL,film 2,helga,Lily J. Potter,2
5619,MCGONAGALL,film 2,helga,Molly Weasley,6
5620,MCGONAGALL,film 2,helga,Nicholas de Mimsy-Porpington,13
5621,MCGONAGALL,film 2,helga,Oliver Wood,1
5622,MCGONAGALL,film 2,helga,Percy Ignatius Weasley,6
5623,MCGONAGALL,film 2,helga,Poppy Pomfrey,1
5624,MCGONAGALL,film 2,helga,Ronald Bilius Weasley,6
5625,MCGONAGALL,film 2,helga,Rowena Ravenclaw,1
5626,MCGONAGALL,film 2,helga,Salazar Slytherin,6
5627,MCGONAGALL,film 2,hufflepuff,Aberforth Dumbledore,1
5628,MCGONAGALL,film 2,hufflepuff,Albus Percival Wulfric Brian Dumbledore,2
5629,MCGONAGALL,film 2,hufflepuff,Albus Severus Potter,3
5630,MCGONAGALL,film 2,hufflepuff,Arthur Weasley,6
5631,MCGONAGALL,film 2,hufflepuff,Bill William Arthur Weasley,6
5632,MCGONAGALL,film 2,hufflepuff,Charles Weasley,6
5633,MCGONAGALL,film 2,hufflepuff,Fred Weasley,6
5634,MCGONAGALL,film 2,hufflepuff,George Weasley,6
5635,MCGONAGALL,film 2,hufflepuff,Gilderoy Lockhart,1
5636,MCGONAGALL,film 2,hufflepuff,Ginevra Ginny Molly Weasley,6
5637,MCGONAGALL,film 2,hufflepuff,Godric Gryffindor,2
5638,MCGONAGALL,film 2,hufflepuff,Harry James Potter,2
5639,MCGONAGALL,film 2,hufflepuff,Helena Ravenclaw,1
5640,MCGONAGALL,film 2,hufflepuff,Helga Hufflepuff,1
5641,MCGONAGALL,film 2,hufflepuff,Hermione Jean Granger,1
5642,MCGONAGALL,film 2,hufflepuff,James Potter,2
5643,MCGONAGALL,film 2,hufflepuff,James Sirius Potter,2
5644,MCGONAGALL,film 2,hufflepuff,Lily J. Potter,2
5645,MCGONAGALL,film 2,hufflepuff,Molly Weasley,6
5646,MCGONAGALL,film 2,hufflepuff,Nicholas de Mimsy-Porpington,13
5647,MCGONAGALL,film 2,hufflepuff,Oliver Wood,1
5648,MCGONAGALL,film 2,hufflepuff,Percy Ignatius Weasley,6
5649,MCGONAGALL,film 2,hufflepuff,Poppy Pomfrey,1
5650,MCGONAGALL,film 2,hufflepuff,Ronald Bilius Weasley,6
5651,MCGONAGALL,film 2,hufflepuff,Rowena Ravenclaw,1
5652,MCGONAGALL,film 2,hufflepuff,Salazar Slytherin,6
5653,MCGONAGALL,film 2,pomfrey,Aberforth Dumbledore,1
5654,MCGONAGALL,film 2,pomfrey,Albus Percival Wulfric Brian Dumbledore,2
5655,MCGONAGALL,film 2,pomfrey,Albus Severus Potter,3
5656,MCGONAGALL,film 2,pomfrey,Arthur Weasley,6
5657,MCGONAGALL,film 2,pomfrey,Bill William Arthur Weasley,6
5658,MCGONAGALL,film 2,pomfrey,Charles Weasley,6
5659,MCGONAGALL,film 2,pomfrey,Fred Weasley,6
5660,MCGONAGALL,film 2,pomfrey,George Weasley,6
5661,MCGONAGALL,film 2,pomfrey,Gilderoy Lockhart,1
